doctor_id,full_name,specialization,department_id,hospital_id,phone_no,record_start,record_end
D00539,Dr. IESA Edwards,ENT,DEP04,H01,297-561-1236x385,2023-05-08,2024-04-28
D00540,DR. YADID ZAAFIR,Neurology,DEP03,H01, (490)891-3905x42527 ,2023-02-03,2023-08-25
D00541,Dr. taimur  Raatib,Neurology,DEP08,H02,678.735.0928,2023-05-15,
D00542,dr. tammy  smith_,Cardiology,DEP02,H04,001-685-245-4099x4500,2023-03-26,
D00543,Dr. gina Maroof,oncology,DEP01,H01,,2023-04-08,2023-10-31
D00544,Dr. Karen j@@bir,ENT,DEP07,H01, (940)804-3989x99379 ,2023-03-03,2023-10-10
D00545,Dr.  Waahid  Aabid,Orthopedics,DEP06,H02,,2023-04-22,
D00546,Dr. betty sanchez,NEUROLOGY,DEP09,H04,001-887-455-6425x16591,2023-05-23,2024-02-06
D00547,dr. karen ubaid,ENT,DEP02,H04,990-208-6487,2023-05-21,2024-02-25
D00548,Dr. Jason Hoffman,ENT,DEP10,H01,001-903-567-4160,2023-01-14,2023-12-20
D00549,"Dr. Jason, Smith",Cardiology,DEP07,H05,+1-653-460-8610,2023-01-08,2023-08-06
D00550,dr. maawiya cook,pediatrics,DEP05,H05,+1-558-334-0743x1067,2023-06-11,2023-12-08
D00551,Dr. J@ck SELLERS,Cardiology_,DEP04,H01,382-677-5318,2023-01-07,
D00552,"dr. parvez, green",Orthopedics,DEP04,H03,001-418-536-2204x3318,2023-02-12,2024-01-17
D00553,Dr. Stephanie Cook,Cardiology,DEP07,H02,292-229-4432x9898,2023-02-19,2024-01-23
D00554,Dr. Talib  Schultz,ENT.,DEP06,H05,(934)387-0825,2023-03-21,2023-11-17
D00555,Dr. Karaamat TALHAH,Cardiology,DEP05,H04,001-340-923-7330x743,2023-04-05,
D00556,Dr.  erik@  JAMEEL,Oncology,DEP10,H05,+1-571-519-8081,2023-05-07,
D00557,Dr. Liyaqat- Yawer.,Orthopedics,DEP09,H03,(555)960-0624x5093,2023-01-12,2023-12-16
D00558,Dr. qadim Limazah, ENT ,DEP02,H01,"968.552.0334x5694,",2023-01-21,2023-08-27
D00559,Dr. Brandon Talat_,Orthopedics,DEP01,H01,968.286.6591,2023-04-06,
D00560,dr. rabah qasif, Orthopedics ,DEP07,H01,001-801-489-5690,2023-03-07,2023-09-08
D00561,Dr. eesaa VAHAR,"ORTHOPEDICS,",DEP05,H05,(567)370-4169x6912,2023-06-06,2024-04-29
D00562,dr. tajammal lopez,orthopedics,DEP01,H02,371.615.8918,2023-05-22,
D00563,dr. labib_ qaasim,Oncology,DEP07,H04, 8677737175 ,2023-01-14,
D00564,"dr.  kashan  umar,", ENT ,DEP07,H04,001-950-437-3162x93407,2023-05-14,
D00565,Dr. ihtiram kasim,Oncology,DEP01,H05,546-764-9147,2023-04-23,2024-04-19
D00566,Dr. TAWKEEL K@r@@m@t,ENT,DEP10,H01,521.363.3159x2641,2023-03-25,2023-11-01
D00567,Dr. Qutb Scott,"neurology,",DEP01,H03, +1-726-921-5805x92724 ,2023-01-13,
D00568,Dr. Jerome Man,Cardiology,DEP02,H02,+1-586-433-0037x540,2023-05-25,
D00569,Dr. Tiffany- aryan,ENT,DEP08,H01,+1-752-767-4480,2023-04-12,2023-12-06
D00570,DR. RICKY JOHNSON,Neurology,DEP07,H04,(208)772-1044x9266,2023-03-29,
D00571, dr. j@h@nzeb conner ,neurology,DEP06,H01,(654)636-6665x014,2023-05-24,2024-02-12
D00572,DR.  GULZAR  DABIR.,ENT,DEP01,H05,3114235962.,2023-04-21,2024-04-14
D00573, Dr. Naeem wilson ,Pediatrics,DEP07,H04,(234)258-9954,2023-01-09,
D00574,Dr. Qutub Raaghib,Neurology,DEP08,H05,716.920.0836,2023-02-01,2023-09-01
D00575,dr. jon williamson,Neurology,DEP10,H02,(203)908-1721x7494,2023-04-12,
D00576,Dr. kelly Ihtiram.,oncology,DEP01,H04,001-708-540-3478x679,2023-02-19,2024-01-27
D00577,dr. saburah aalam,Pediatrics,DEP10,H02, (394)945-7317x8207 ,2023-06-25,2024-02-18
D00578,Dr.  Mark  aaaqil,Neurology,DEP02,H05,404-659-4958x09381,2023-05-06,2024-05-02
D00579,Dr. BRIAN  JABR,Neurology,DEP05,H05,(382)691-1182,2023-02-10,2023-09-08
D00580,Dr. Br@nd0n Ubaidah,Orthopedics,DEP10,H04, (787)358-9582x7210 ,2023-05-01,2024-03-25
D00581,Dr. Tracy Campbell, Cardiology ,DEP06,H02,+1-245-793-7583,2023-01-27,
D00582,Dr. Christy Ramsey,Neurology,DEP01,H02,(925)699-9702x5823,2023-02-16,2024-01-15
D00583,Dr. Dawn- Kasam,Oncology,DEP08,H04,(426)419-5115x4280,2023-02-15,2023-09-03
D00584,Dr. Matthew.  Rabah_,Cardiology,DEP06,H04,001-677-976-5982x742,2023-06-17,2024-05-05
D00585, Dr. Sean Hall ,Oncology,DEP09,H03,001-816-531-2080x31703,2023-01-07,
D00586,Dr. Tonya-  Ghafoor,orthopedics,DEP02,H05,,2023-01-27,2023-08-16
D00587,Dr.  Hunter  Phillips,Oncology,DEP08,H03,(702)450-7502x3341,2023-02-22,2024-02-19
D00588,Dr.  Omar  nabeel,Orthopedics,DEP04,H04,,2023-03-05,
D00589,Dr.  Joseph  Smith,Orthopedics,DEP07,H01,914-789-4330x5187,2023-05-15,
D00590,Dr. Chamali Maheen,ENT,DEP01,H03,234-401-3025x25401,2023-02-02,
D00591,DR. QATADAH GRANT,orthopedics,DEP02,H02,6852375666,2023-02-15,2023-12-26
D00592,Dr. Kristy Martinez,ent.,DEP06,H01,001-646-511-6633x11599,2023-04-09,2023-11-12
D00593,Dr. PARSA church,Oncology,DEP05,H05,001-803-580-9402x52189,2023-06-07,2024-03-01
D00594,dr. margaret gray,Orthopedics,DEP08,H04,(412)602-1204x0033,2023-04-05,
D00595,dr. james  austin,Neurology,DEP02,H05,734-615-1056x687,2023-05-22,2024-04-26
D00596,Dr. RAAHIL Zaahir,ENT,DEP07,H03, (709)889-9179x5126 ,2023-06-07,
D00597,Dr. Y@seen hall,"Pediatrics,",DEP05,H04,762-486-9519,2023-06-20,
D00598,Dr. Bryce Fazli,Pediatrics,DEP07,H01,815-296-2371,2023-05-21,
D00599,Dr. Qais rodriguez,ENT,DEP09,H01,894-890-9843,2023-04-02,
D00600,Dr. Batool Sadan,ENT,DEP01,H04,810-296-4687x0109,2023-01-05,
D00601,Dr. Stephanie Kramer,pediatrics,DEP03,H02,(889)267-8502x1030,2023-04-24,2024-03-14
D00602,"DR. BATAL, CLEMENTS",ent,DEP04,H05,791.751.0566,2023-01-30,2023-09-02
D00603,Dr. Jad Aasif,Neurology,DEP10,H03,+1-911-657-9952,2023-06-27,2024-03-14
D00604,Dr. Brandon  Jalil, ent ,DEP10,H01,+1-816-532-2481x00320,2023-01-12,
D00605,Dr. DAMURAH Raid,ENT,DEP05,H02, 001-343-965-6581x49069 ,2023-05-28,2024-04-15
D00606,Dr. Gulfam  baashir,orthopedics,DEP10,H05,,2023-02-26,2024-01-08
D00607,Dr. Taalib Luay,neurology,DEP09,H05,,2023-06-27,2024-03-07
D00608,dr. miguel chavez,cardiology,DEP05,H02,(292)896-5880X21453,2023-04-06,2023-12-29
D00609,"Dr. Cody Nabeel,",Pediatrics,DEP05,H05,+1-793-814-7378,2023-05-03,2024-02-13
D00610,Dr.  Radi  Bilaal,Pediatrics,DEP05,H05,(697)514-1342x309,2023-05-15,2024-04-18
D00611,Dr. Ubadah Kasam,Pediatrics,DEP09,H04,539-488-7634x89584,2023-05-21,
D00612,Dr. Michael JENKINS,Cardiology,DEP09,H04,344-205-3792x444,2023-04-30,2023-11-03
D00613,Dr. karaamat  CLARKE -,neurology,DEP06,H04, (316)607-3282 ,2023-05-30,2023-12-02
D00614,Dr. Amy  Spencer,Pediatrics,DEP02,H01,001-716-949-2252x5837,2023-05-28,2024-02-02
D00615,DR. KENNETH  STEWART _,Neurology,DEP07,H02,(230)451-6114,2023-02-17,
D00616,Dr. Chad Adams-,pedi@trics,DEP06,H04,642.518.0010,2023-03-23,
D00617,dr. wafi ihsaan,Orthopedics,DEP07,H01,7432773937,2023-04-08,
D00618,dr. michael gulfam,ent,DEP10,H05,4382815515,2023-04-28,2024-01-13
D00619,dr. yar moon,ent,DEP07,H03, 349.979.4260x7753 ,2023-06-25,2024-03-01
D00620,Dr.  Qutub  Pearson,cardiology,DEP05,H02,913-248-6811x562,2023-05-22,2024-03-13
D00621,Dr. Traci olson,Pediatrics,DEP07,H05,584.719.1334x25365,2023-03-02,2023-10-26
D00622,Dr. Zabir Saajid.,Oncology_,DEP04,H02,(374)973-4976x9886,2023-03-20,2023-10-23
D00623, Dr. Rabah ayamin ,ENT,DEP06,H01,001-755-837-8913X5324,2023-05-15,
D00624,Dr. Awly@  qadar,Pediatrics,DEP09,H04,960-694-8357X659-,2023-01-05,2023-08-20
D00625, dr. @tf@t t@wkeel ,NEUROLOGY,DEP05,H01,377-884-3727x66628,2023-05-17,2024-04-27
D00626, DR. BOBBY GAINES , ENT ,DEP01,H05, 261-269-8953 ,2023-04-16,
D00627,Dr. Yaaseen Lu@y,Oncology,DEP08,H04,(622)283-6312,2023-03-03,2024-03-02
D00628,Dr. Raatib jalaal,ENT,DEP09,H02,890.520.7379x6635,2023-05-13,
D00629,dr. tracy fidvi, Neurology ,DEP07,H03,924.266.3932,2023-03-24,2023-12-10
D00630,Dr. Raheem Wadi,Pediatrics,DEP02,H04,+1-810-896-6965x371,2023-02-10,
D00631,DR.  JAFFER   AWMAR,Cardiology,DEP10,H02,+1-469-502-6296x44283,2023-01-11,
D00632, Dr. Rafan Vaughn ,cardiology,DEP03,H04,(419)397-2823X6109,2023-03-24,
D00633,Dr. taahaa HERNANDEZ,Cardiology,DEP01,H05,2794910426,2023-06-26,2024-03-25
D00634,Dr. Sarah Taheem,ENT,DEP01,H01,609.252.2106,2023-04-18,
D00635,dr. jermaine hayes,Cardiology,DEP04,H05,624.696.1105,2023-04-27,2023-12-13
D00636,Dr.  J0seph  Ghauth,Pediatrics,DEP02,H02,+1-576-559-5356x810,2023-04-10,2024-03-14
D00637,Dr.  Nabeeh  Ubaadah,Pediatrics,DEP05,H04,+1-522-480-2065x37687,2023-03-15,2023-10-15
D00638,Dr. um@r Ary@n,Cardiology,DEP02,H04,+1-487-531-3100,2023-06-07,2024-05-01
D00639,dr. william qais,Cardiology,DEP10,H05,570.693.6148,2023-01-14,
D00640,Dr.  XOBEEN  Mad,Cardiology,DEP09,H01,891-959-4216,2023-04-14,
D00641, dr. laeeq serrano ,orthopedics,DEP04,H05, 001-799-278-7537 ,2023-02-28,2024-02-05
D00642,Dr. Lauren Morrison,cardiology,DEP09,H01,743-311-4231,2023-02-15,2023-08-30
D00643,Dr. bizhan Blanchard,ENT,DEP01,H01,799-910-0109x9441,2023-05-24,2024-03-23
D00644,Dr. Hamza Ubay,Orthopedics,DEP03,H02,+1-386-697-5711x39596,2023-01-25,2023-09-06
D00645, Dr. layth Gulfam , ENT ,DEP08,H04,3664000180,2023-06-17,2024-02-17
D00646,Dr. Christopher N@beel_,ent,DEP08,H04,+1-838-977-4749x1071,2023-04-14,2023-11-12
D00647,Dr. Jeffery Henderson, Cardiology ,DEP04,H03,712-820-8823x7923,2023-02-02,
D00648,Dr. j@clyn Batal,pedi@trics,DEP10,H05,462-660-1434,2023-06-04,
D00649, Dr. nabil B@@ree. ,Pediatrics,DEP10,H01,+1-439-897-4756x9778,2023-04-11,
D00650,Dr. Derrick Ch@pm@n,cardiology,DEP09,H05,001-461-708-7086x518,2023-04-22,
D00651,Dr. LABEEB  Smith,ENT,DEP05,H05,556.523.5434x32278-,2023-05-30,2024-02-21
D00652,DR. TERESA MAHONEY,ENT,DEP04,H05,(415)690-5868x8649,2023-02-19,2023-11-05
D00653,DR. NABHAN DOMINGUEZ,neurology,DEP01,H03,001-588-512-5704x061,2023-03-12,
D00654, Dr. John Faizan ,Cardiology,DEP07,H03,001-201-836-6859x79224,2023-05-03,2024-01-17
D00655,Dr. raashid Stone,Cardiology,DEP07,H01,001-567-659-8621,2023-03-09,
D00656,Dr. Raghib Austin,ent,DEP05,H02,8594092943,2023-02-13,
D00657,Dr. robert Juarez,Orthopedics,DEP04,H03,+1-449-662-0242,2023-01-05,2023-08-23
D00658,Dr. Hannah Moreno,Oncology,DEP09,H02,287-781-5300,2023-04-09,2023-11-21
D00659,Dr. Melissa saahir,ENT,DEP10,H03,001-570-490-6683x7067,2023-03-15,2023-11-28
D00660, Dr.  Ulfat  Lahiah ,ENT,DEP03,H05,(400)342-5517,2023-04-28,
D00661, Dr. Jeff jenkins ,oncology,DEP10,H04,630.985.3086,2023-01-21,2023-12-08
D00662,dr. d@@nish finley,Cardiology,DEP03,H01,,2023-01-12,2023-09-29
D00663,Dr. Yazeed  zayyir, Pediatrics ,DEP05,H02,754-469-9873x75292,2023-05-12,2024-04-25
D00664,DR. CHAWISH QABEEL,Pediatrics,DEP04,H03,8666169051,2023-03-14,2023-11-01
D00665,dr. zafar may,ENT,DEP05,H02,001-940-473-4986x67230,2023-03-19,2024-02-22
D00666,"Dr. Matthew, Shepherd",cardiology,DEP04,H04,(692)476-7027,2023-02-13,2023-10-12
D00667,Dr. Ghazi  Majeed,Orthopedics,DEP04,H02,001-683-702-5727X909,2023-03-02,
D00668,Dr. yar Wafa,Pediatrics,DEP05,H05,001-756-867-3206x2853,2023-05-29,
D00669,dr. justin townsend,Cardiology,DEP05,H05,608.908.9867,2023-02-23,2023-10-19
D00670,Dr. Mandy Taylor,Pediatrics,DEP04,H05,(425)258-8013x608,2023-02-19,
D00671,"Dr. Caleb, Kennedy",Cardiology-,DEP05,H01,+1-884-339-9941,2023-05-21,2024-02-23
D00672,dr. justin qaim,pediatrics,DEP02,H05,269.804.8996x455,2023-06-05,2023-12-18
D00673, Dr. S@@diq raashid ,ent,DEP06,H05,+1-766-706-0723X438,2023-03-15,
D00674,Dr. Patrick Sadan,neurology,DEP03,H05,001-853-270-7953x2035,2023-04-19,2023-10-21
D00675, Dr. baaree Saariyah ,pediatrics,DEP06,H01,5882742401,2023-06-28,
D00676,Dr. Keith Young,pediatrics,DEP09,H01,271-696-8897,2023-04-24,
D00677,dr. william price,orthopedics,DEP06,H01, 6629360582 ,2023-05-10,
D00678,Dr. RYAN  ABAAN,Oncology,DEP07,H01,795-360-7222,2023-06-24,
D00679,Dr. Rhonda Mcknight-,Orthopedics,DEP04,H03,(525)800-5955,2023-04-03,2023-11-05
D00680,Dr. nathaniel Petersen,Neur0l0gy,DEP07,H05,(453)385-8471,2023-03-29,
D00681,dr. stephen qadar,Pediatrics,DEP09,H01,987-205-8813x451,2023-06-22,2024-04-21
D00682,Dr. James Aazim,Neurology,DEP08,H01,+1-379-754-3560x5603,2023-03-18,
D00683,Dr. Monique alvarado,ENT,DEP08,H05,3535068402,2023-01-29,2023-12-26
D00684,Dr. Rebecca  Mahbeer., ENT ,DEP01,H02,7107547742,2023-03-31,2023-10-21
D00685,Dr. Walter zaakir,Neurology,DEP02,H05,2825321791,2023-04-08,
D00686,dr.  gulab   cain,orthopedics,DEP07,H02,001-326-884-2279,2023-03-22,
D00687,Dr. Jody omeir, ENT ,DEP05,H05,9825357024,2023-05-22,2023-12-02
D00688,"dr. scott  c@sey,",Neur0l0gy,DEP02,H03,+1-272-225-3148,2023-05-10,
D00689,dr. james james,Oncology,DEP04,H05,+1-804-483-9403,2023-06-15,2024-01-23
D00690,Dr. Kamal BURKE,Neurology,DEP06,H03,+1-533-226-6309,2023-03-15,2024-02-20
D00691,Dr. Aaban  thomas,cardiology,DEP02,H05,+1-854-784-7079,2023-02-23,2024-02-11
D00692,Dr. William BASHAAR,Cardiology,DEP01,H02,661.330.0699,2023-04-04,
D00693,Dr. Arh@m bilaal,Orthopedics,DEP10,H01,456.202.7985x687,2023-06-11,
D00694,Dr. Nadhir Crosby,Neurology,DEP04,H04,5456994277,2023-01-09,
D00695,"Dr. Adam IBRAAHEEM,",Pediatrics,DEP09,H04,690.590.2976,2023-01-26,2023-08-27
D00696,Dr. Zuwayhir Silva,Neurology,DEP07,H04,+1-955-624-3600,2023-03-21,2024-01-02
D00697,"Dr. robert henry,",Orthopedics,DEP03,H05,+1-510-450-6533x4602,2023-02-02,
D00698,Dr. Raymond Perez,Pediatrics,DEP09,H03,864.652.3049x248,2023-01-11,
D00699,dr. saad ingram,Cardiology,DEP01,H02,340-933-8421x130,2023-03-05,
D00700,Dr. Matthew-  Jackson,Orthopedics,DEP07,H03,,2023-01-05,
D00701,Dr. Jalaal Ihsaan,Cardiology,DEP06,H04,847-361-2603,2023-05-23,2024-05-05
D00702,Dr. lee Tucker,Orthopedics,DEP03,H03,001-740-676-3235,2023-05-25,2024-04-19
D00703,Dr.  Umar  iftikhaar,Oncology,DEP03,H05,980-825-5282,2023-04-25,
D00704, Dr. Majdi rose ,pediatrics,DEP03,H03,653.994.5055,2023-01-03,
D00705,Dr.  Awan  Vaughn,Pediatrics_,DEP02,H05,+1-848-604-9287,2023-04-09,2024-01-22
D00706,Dr. Qays Savage,Oncology,DEP04,H01, 937.216.0875 ,2023-01-27,
D00707,Dr. Cindy Hendricks,Cardiology,DEP05,H03,001-811-554-2098x6799,2023-02-17,
D00708, dr. sairah.  jenkins _ , ENT ,DEP07,H03,362.778.0253,2023-03-10,
D00709, dr. umar ghunayn _,Orthopedics,DEP03,H03,+1-261-965-0273x0872-,2023-01-25,2023-09-08
D00710,Dr. Heidi Luqman,ent,DEP05,H05,+1-670-702-2765x994,2023-02-18,
D00711,DR. MICHAEL BROWN,NEUROLOGY.,DEP04,H04,649-207-1732x90269,2023-06-03,
D00712,dr. awj qadeer,ent,DEP08,H05,897-344-0290,2023-03-20,
D00713,Dr. Maaz LINDSEY-,C@rdi0l0gy,DEP03,H04,7913890037,2023-06-02,
D00714,Dr. Wafeeq Wright,Orthopedics,DEP05,H05,001-858-898-8698x26936,2023-05-05,2023-11-16
D00715,Dr. Ghauth layth,ENT,DEP07,H01,987-644-6928,2023-05-16,
D00716,Dr.  Jaabir  Valenzuela,Pediatrics,DEP08,H05, (517)535-1928 ,2023-04-28,2023-12-06
D00717,dr. patricia sabur,orthopedics,DEP03,H01,001-620-415-1729x49756,2023-05-30,2024-02-11
D00718, Dr. Robert daniels ,Pediatrics,DEP03,H04,754.648.2024X5067,2023-03-22,2024-02-10
D00719,Dr. Linda Waller,Cardiology,DEP02,H01,,2023-06-04,
D00720,dr. birousk maalik,Oncology,DEP01,H05,(290)739-1857x77089,2023-06-25,
D00721,Dr. Christopher Lambert,Orthopedics,DEP01,H01,001-203-265-6095x19195,2023-06-11,2024-02-09
D00722,Dr. LUTF Jabir,cardiology,DEP02,H02,001-616-528-8480X215,2023-05-03,2024-01-28
D00723,"Dr. Omar, qaasim",ENT,DEP01,H03,2775529066,2023-03-01,2023-12-21
D00724,Dr.  Ghalib  Bradford,ENT,DEP04,H05,591-300-1465x59997,2023-06-03,2023-12-02
D00725,Dr. joseph  Raatib,Pediatrics,DEP06,H05,001-543-790-2410x999,2023-01-28,
D00726,DR. LUTFI MORALES, ONCOLOGY -,DEP06,H03,+1-874-371-4673x3023,2023-02-12,2023-12-07
D00727,Dr. Abaan Kamran,orthopedics_,DEP10,H05,001-947-213-4635x564.,2023-01-07,
D00728,Dr. SAAD Yawer.,Oncology,DEP07,H02,558.811.0342x981,2023-05-05,2023-12-25
D00729,Dr.  cameron  Edw@rds,oncology,DEP02,H03,(569)293-5489x985,2023-02-24,2023-12-14
D00730, Dr. Maheen Qaseem ,ENT,DEP04,H04,660.474.6267x7403,2023-02-06,
D00731,dr. devon jones,Cardiology,DEP02,H04,939-395-3635x3575,2023-06-26,2023-12-27
D00732,Dr. Andre Rafi,Neurology,DEP05,H05,386.254.5678x745,2023-01-27,
D00733,Dr. Jahm  Aamir,Oncology,DEP09,H05, (220)728-7283 ,2023-05-08,
D00734,dr. andrew ghafoor,Cardiology,DEP10,H04,758-249-3161x17579,2023-03-13,
D00735,DR. J@L@@L ESFANDYAR,Neurology,DEP07,H05,(289)507-7462x00263,2023-03-03,2024-01-08
D00736,Dr. Zaweel r@bi@h,Pediatrics,DEP10,H01,,2023-05-30,2023-12-21
D00737, Dr. Sylvia Harper ,neurology,DEP07,H05,001-883-307-9887,2023-06-12,2024-02-24
D00738,Dr.  James  nelson,cardiology,DEP10,H02,201-857-1903x78463,2023-01-31,2023-10-21
D00739,Dr. James talhah,Neurology,DEP10,H03,(490)915-3955x53819,2023-06-29,2024-06-13
D00740, Dr. david mullins ,orthopedics.,DEP02,H05,001-894-370-0144x8663,2023-03-07,2024-01-09
D00741,Dr. Raghib Chase, ORTHOPEDICS ,DEP03,H01,903.469.7836,2023-04-01,
D00742,Dr. Rebecca LATIF,pediatrics,DEP10,H01,595-887-9309,2023-01-06,
D00743, Dr. El-Amin Karaamat ,cardiology,DEP04,H04,955.900.2217-,2023-02-17,
D00744,Dr. Raamiz iftikhaar, ENT ,DEP09,H05,(526)290-5771x547,2023-01-09,
D00745,DR. UMAIR RAASHID,Cardiology,DEP10,H02,,2023-03-10,
D00746,Dr.  Jahanzeb  Ibraaheem,orthopedics_,DEP04,H02,001-220-578-1536,2023-02-04,2023-12-18
D00747,Dr. mahfooz Aabid,Neurology,DEP07,H05,511-961-7625,2023-05-07,
D00748,Dr. Matthew Saahir,Pediatrics,DEP04,H01,(975)899-8115X48414,2023-01-14,
D00749, Dr. Ghazalan Baashir ,Pediatrics,DEP08,H02,746-303-2043x810_,2023-01-15,2023-10-29
D00750,dr. marc ghazzal,Pediatrics,DEP07,H03,001-473-866-8337x99546,2023-04-28,2024-02-10
D00751,Dr. Sharon Williams,Oncology,DEP06,H05,465-296-1616x83771,2023-01-15,
D00752,dr. john owais,Neurology,DEP10,H03,,2023-02-27,
D00753,dr.  b@@ree  @@@qil,Orthopedics,DEP07,H04,(684)326-9459x467,2023-02-07,2023-11-16
D00754,dr.  naeem  liyaaqat,Neurology,DEP02,H05,+1-815-245-3083x5753,2023-02-12,
D00755,Dr. Najeeb Douglas,orthopedics,DEP09,H02,(340)862-2992,2023-02-16,2023-11-11
D00756,dr. mad anderson, Pediatrics ,DEP07,H05,001-659-556-8551x0811,2023-03-16,
D00757,Dr. Sabiq Yafir,Oncology,DEP08,H01,986.298.6994x96508,2023-01-20,2023-07-21
D00758, DR. DENISE KELLEY ,orthopedics,DEP05,H03, 001-457-550-4007x1148 ,2023-04-16,
D00759,DR. ERIC MADIYAN,Cardiology,DEP05,H05, 001-640-381-2390x655 ,2023-06-24,2024-05-28
D00760,DR. NADEEM FLOWERS,oncology,DEP02,H04,001-555-881-1876X4251,2023-06-28,
D00761,dr. d@mur@h king,Pediatrics.,DEP06,H01, (907)613-8564 ,2023-05-08,2024-01-30
D00762,Dr. Anna RODRIGUEZ-,Pediatrics,DEP05,H02, +1-944-553-4828x30806 ,2023-01-15,2023-08-13
D00763,Dr. LAURA Brown-,Orthopedics,DEP09,H01,+1-639-859-8960x141,2023-06-15,
D00764,dr. michelle cooper,Orthopedics,DEP06,H05,,2023-02-12,2024-01-29
D00765,"Dr. Dustin, Collins",orthopedics,DEP05,H01,(363)375-4500,2023-05-23,2024-01-07
D00766,Dr. Jacqueline Moore,oncology,DEP04,H02,+1-497-971-3524x031,2023-03-20,
D00767,dr. donna aasim,cardiology,DEP08,H04,001-339-770-6318x96227,2023-03-02,
D00768, Dr. emran Sabah ,cardiology,DEP07,H03,001-915-504-5831,2023-05-11,
D00769,Dr. Cynthia Jenkins,Orthopedics,DEP07,H02,+1-431-305-3513,2023-01-12,
D00770,Dr. Abaan Qaim,Onc0l0gy,DEP05,H03,460.941.8300x5308,2023-02-27,
D00771,Dr. Baasim ali,"NEUROLOGY,",DEP06,H05,+1-646-811-9980x71699,2023-03-07,
D00772,dr.  fidvi  anderson, Pediatrics ,DEP09,H03,(617)443-4501,2023-06-07,
D00773, dr. r@h@t y@hy@@ ,ENT,DEP06,H05,472.721.0606x80920,2023-05-27,
D00774,dr.  wendy .  ubay,oncology,DEP05,H03,691.920.6023,2023-02-10,
D00775,DR. SAAQIB RABIAH,Pedi@trics,DEP01,H01,288-860-4164x91084,2023-02-22,2024-01-25
D00776, Dr. gulfaam b@sh@@r , ENT ,DEP05,H01,(253)940-8536x1062,2023-06-09,2024-06-05
D00777,Dr.  stefanie   Harmon,Neurology,DEP01,H02,+1-424-920-7420x44170,2023-02-09,
D00778,Dr. KATHERINE  Shaw,Neurology,DEP07,H05,240.798.9268x628,2023-04-06,
D00779,dr. cher@gh aamirah,Pediatrics,DEP06,H04,(464)255-4748,2023-04-09,
D00780,Dr. ANN stevens,neurology,DEP04,H04,,2023-01-10,
D00781,"Dr. Bryan Darain,",Pediatrics,DEP04,H01, 356-878-8977 ,2023-06-25,
D00782,dr. angelica ghasaan, Cardiology ,DEP05,H04,(693)656-9567,2023-04-19,
D00783,dr. jesse blackburn,Oncology,DEP01,H04,001-506-923-7629x75167,2023-05-15,2023-12-30
D00784,Dr. BAAQIR  Taaj,"Oncology,",DEP10,H03,3878748554,2023-05-06,
D00785,Dr. Luqmaan Ward, Orthopedics ,DEP07,H02,001-206-338-8173X6156,2023-05-28,2024-05-22
D00786,dr. maaz karaamat," Neurology ,",DEP01,H05, +1-898-568-7109x4467 ,2023-05-07,2023-11-07
D00787,Dr. Donald TRAVIS,ENT,DEP09,H04,+1-524-886-6874x0241,2023-02-04,2023-08-19
D00788,Dr. Dawud Mad, Cardiology ,DEP09,H02,956-735-4964,2023-01-28,2023-08-07
D00789,Dr. Sabbir gibson,neurology,DEP06,H02,001-851-933-1147x054,2023-02-25,
D00790,dr. h@mz@ qahtan,PEDIATRICS,DEP07,H02,2276755642,2023-05-14,2024-02-12
D00791,Dr. Qabeel- JOHNSON,ENT,DEP03,H01,(493)492-6754x5683,2023-05-24,
D00792,Dr. zaheer Aabid,Oncology,DEP04,H02,001-582-760-8766x9247,2023-01-13,
D00793,Dr. Stephanie Gh@uth,Oncology,DEP09,H03,+1-852-213-5061x883,2023-01-12,
D00794,dr. kimberly duncan,Orth0pedics,DEP02,H05,909-879-8960,2023-05-03,
D00795,Dr. KATHERINE carter,oncology,DEP06,H04,+1-379-698-7124,2023-05-13,2024-05-04
D00796,Dr. Elizabeth Karam,ent,DEP01,H03,+1-389-668-6345x10978,2023-01-24,
D00797,DR. WAFEEQ SMITH,Cardiology,DEP04,H04,,2023-05-07,2023-11-21
D00798,Dr.  Rafan  crawford,pediatrics,DEP04,H04,828-401-8567,2023-02-10,2023-11-02
D00799,DR. SOUMA DIAZ,Orthopedics,DEP06,H05,+1-235-790-6141,2023-06-27,2024-01-05
D00800,Dr.  Ghulaam  Edwards, Cardiology ,DEP06,H03,(203)452-9398x8091,2023-01-04,
